ticker,date,env,soc,gov,ret,mom
CFG,2022-04-14,0.3198792750942294,0.4893753434694999,0.42777212614445576,-0.1548800989233973,0.33886865533587696
CHD,2019-12-31,0.011905589785671567,0.016807107528851433,0.011338589352322822,0.0799815648340432,0.009162909006821597
CHD,2020-12-31,0.012169849372035772,0.016807107528851433,0.01017293997965412,0.2394147024877498,0.00943750722626893
CHD,2021-12-31,0.010236581871792376,0.015891188862429018,0.008435062733129875,0.1778901856366253,0.007154006243496358
CHD,2022-04-14,0.009068276332076942,0.012021432496794283,0.007269413360461173,0.0126269975793125,0.007948895826107064
CHRW,2019-12-31,0.009040459533512287,0.02663033522623191,0.007184638860630722,-0.0540704163506602,0.009162909006821597
CHRW,2020-12-31,0.008943100738536002,0.026836416926176956,0.006972702611054595,0.1957962133322548,0.009061741241762053
CHRW,2021-12-31,0.00809468838231408,0.02537094705990108,0.006612410986775179,0.1492791831260666,0.008281304197016994
CHRW,2022-04-14,0.006787298849775379,0.01863894486169628,0.005234825364530349,-0.0535190965935797,0.007804370447450571
CHTR,2019-12-31,0.0035049166191463022,0.01790620992855834,0.010194133604611733,0.7331092971700406,0.009162909006821597
CHTR,2020-12-31,0.0030737562413941785,0.019646455394760943,0.01002458460495083,0.3572761798536646,0.008714880332986471
CHTR,2021-12-31,0.0036718174105342216,0.021890456127495878,0.010427263479145474,-0.0219326055946422,0.009784368135044512
CHTR,2022-04-14,0.007733070000973588,0.02706539659278256,0.009749067480501864,-0.1360248816426014,0.013383050063591164
CI,2022-04-14,0.7065327751429088,0.748122366733834,0.6503051881993896,0.129504489304652,0.009162909006821597
CINF,2019-12-31,0.0023644278779955214,0.017997801795200587,0.026979484571041032,0.3727154519644327,0.009162909006821597
CINF,2020-12-31,0.0023644278779955214,0.01863894486169628,0.025729060698541882,-0.1727892399680002,0.009162909006821597
CINF,2021-12-31,0.0024617866729718077,0.017929107895218902,0.024097151576805698,0.2973126930207633,0.009264076771881142
CINF,2022-04-14,0.002531328669383441,0.01863894486169628,0.021850627331298746,0.2083770698134999,0.009235171696149843
CL,2022-04-14,0.7232228542817007,0.7069060267448251,0.6503051881993896,-0.0426966348912101,0.009162909006821597
CLX,2022-04-14,0.7788564514110071,0.7984978933870672,0.7244828755510342,-0.1633907625044942,0.009162909006821597
CMA,2019-12-31,0.002906855450006259,0.022989558527202785,0.019201424211597155,0.0618617777720069,0.009162909006821597
CMA,2020-12-31,0.002837313453594626,0.024409232460157537,0.020133943709732115,-0.2241666581895625,0.00909064631749335
CMA,2021-12-31,0.0023366110794308683,0.027134090492764246,0.018968294337063412,0.5354747658717767,0.008642617643658226
